movie_id,genre_id,genre_name
407806,[99],[u'Documentary']
195590,"[28, 53]","[u'Action', u'Thriller']"
352492,[18],[u'Drama']
348089,[18],[u'Drama']
257087,[53],[u'Thriller']
377263,[18],[u'Drama']
342737,"[18, 35]","[u'Drama', u'Comedy']"
291351,[18],[u'Drama']
279096,"[28, 35]","[u'Action', u'Comedy']"
308453,"[18, 35]","[u'Drama', u'Comedy']"
298584,[53],[u'Thriller']
245913,[18],[u'Drama']
339547,[53],[u'Thriller']
311667,"[18, 53]","[u'Drama', u'Thriller']"
323262,"[35, 53]","[u'Comedy', u'Thriller']"
331583,"[18, 53]","[u'Drama', u'Thriller']"
375315,"[18, 53]","[u'Drama', u'Thriller']"
345009,"[18, 53]","[u'Drama', u'Thriller']"
340103,"[18, 53]","[u'Drama', u'Thriller']"
380225,"[18, 35]","[u'Drama', u'Comedy']"
184341,[18],[u'Drama']
332979,[18],[u'Drama']
339792,"[18, 35]","[u'Drama', u'Comedy']"
293767,[18],[u'Drama']
339994,[53],[u'Thriller']
381034,[53],[u'Thriller']
291356,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
258363,"[18, 53]","[u'Drama', u'Thriller']"
241258,[53],[u'Thriller']
369781,[35],[u'Comedy']
348668,"[18, 53]","[u'Drama', u'Thriller']"
359871,[99],[u'Documentary']
262841,"[16, 28, 35, 10751]","[u'Animation', u'Action', u'Comedy', u'Family']"
342473,"[16, 28, 35, 10751]","[u'Animation', u'Action', u'Comedy', u'Family']"
377275,"[18, 35, 10749]","[u'Drama', u'Comedy', u'Romance']"
293452,"[18, 53]","[u'Drama', u'Thriller']"
369780,[35],[u'Comedy']
336011,[18],[u'Drama']
342672,[35],[u'Comedy']
408033,[35],[u'Comedy']
384737,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
427760,"[18, 35]","[u'Drama', u'Comedy']"
346651,"[28, 53]","[u'Action', u'Thriller']"
315011,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
346651,"[28, 53]","[u'Action', u'Thriller']"
308529,"[18, 28]","[u'Drama', u'Action']"
335791,"[18, 53]","[u'Drama', u'Thriller']"
326285,[18],[u'Drama']
315880,"[18, 10749]","[u'Drama', u'Romance']"
402298,[18],[u'Drama']
347123,[18],[u'Drama']
393764,"[18, 35]","[u'Drama', u'Comedy']"
372411,[35],[u'Comedy']
332721,[35],[u'Comedy']
334524,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
344041,"[18, 53]","[u'Drama', u'Thriller']"
370978,"[35, 10749]","[u'Comedy', u'Romance']"
290825,"[28, 35, 53]","[u'Action', u'Comedy', u'Thriller']"
373072,[99],[u'Documentary']
377273,[18],[u'Drama']
348893,[28],[u'Action']
413279,"[28, 35]","[u'Action', u'Comedy']"
328429,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
351809,[53],[u'Thriller']
332794,[28],[u'Action']
390989,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
403450,"[18, 35]","[u'Drama', u'Comedy']"
337154,"[18, 35]","[u'Drama', u'Comedy']"
333663,[35],[u'Comedy']
310888,"[18, 10749]","[u'Drama', u'Romance']"
390584,"[18, 53]","[u'Drama', u'Thriller']"
380808,[99],[u'Documentary']
377985,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
362703,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
343173,[53],[u'Thriller']
257440,"[18, 53]","[u'Drama', u'Thriller']"
360030,[99],[u'Documentary']
376812,"[18, 28]","[u'Drama', u'Action']"
340945,"[18, 28]","[u'Drama', u'Action']"
345875,[53],[u'Thriller']
294795,"[28, 53]","[u'Action', u'Thriller']"
333386,[18],[u'Drama']
411638,[53],[u'Thriller']
407559,[53],[u'Thriller']
413471,"[18, 35, 10749]","[u'Drama', u'Comedy', u'Romance']"
360365,"[18, 35]","[u'Drama', u'Comedy']"
364051,[18],[u'Drama']
360606,"[18, 35]","[u'Drama', u'Comedy']"
403642,[53],[u'Thriller']
371738,"[18, 35, 10749]","[u'Drama', u'Comedy', u'Romance']"
371449,[18],[u'Drama']
371560,"[18, 53]","[u'Drama', u'Thriller']"
413730,[35],[u'Comedy']
394161,[53],[u'Thriller']
368940,"[16, 28, 35, 10751]","[u'Animation', u'Action', u'Comedy', u'Family']"
326094,[35],[u'Comedy']
317557,[18],[u'Drama']
340611,[18],[u'Drama']
369779,[35],[u'Comedy']
383121,"[28, 35]","[u'Action', u'Comedy']"
379873,[35],[u'Comedy']
377462,[99],[u'Documentary']
325346,"[18, 35]","[u'Drama', u'Comedy']"
391757,"[18, 28]","[u'Drama', u'Action']"
375900,[35],[u'Comedy']
305943,"[18, 53]","[u'Drama', u'Thriller']"
298583,"[35, 10749]","[u'Comedy', u'Romance']"
377587,"[35, 53]","[u'Comedy', u'Thriller']"
408508,[18],[u'Drama']
336455,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
339405,[18],[u'Drama']
353728,[18],[u'Drama']
369299,"[35, 10749]","[u'Comedy', u'Romance']"
371865,"[18, 35]","[u'Drama', u'Comedy']"
375950,"[18, 35]","[u'Drama', u'Comedy']"
360814,[18],[u'Drama']
375290,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
347126,[18],[u'Drama']
386124,[28],[u'Action']
376453,[53],[u'Thriller']
348390,[18],[u'Drama']
394661,[53],[u'Thriller']
419639,[53],[u'Thriller']
368993,[35],[u'Comedy']
381255,"[18, 10749]","[u'Drama', u'Romance']"
340487,[18],[u'Drama']
377154,[18],[u'Drama']
425703,[35],[u'Comedy']
380565,[53],[u'Thriller']
330982,"[18, 53]","[u'Drama', u'Thriller']"
402907,"[28, 35]","[u'Action', u'Comedy']"
400608,"[18, 35]","[u'Drama', u'Comedy']"
245627,[53],[u'Thriller']
388347,[28],[u'Action']
369883,[35],[u'Comedy']
374465,[18],[u'Drama']
339116,"[28, 35, 53]","[u'Action', u'Comedy', u'Thriller']"
418333,"[35, 10749]","[u'Comedy', u'Romance']"
336445,[35],[u'Comedy']
373889,"[18, 35]","[u'Drama', u'Comedy']"
354979,"[18, 53]","[u'Drama', u'Thriller']"
398289,"[18, 28]","[u'Drama', u'Action']"
431483,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
382518,[35],[u'Comedy']
310119,"[18, 28]","[u'Drama', u'Action']"
345918,"[18, 53]","[u'Drama', u'Thriller']"
407389,[53],[u'Thriller']
347881,[35],[u'Comedy']
347026,[18],[u'Drama']
381353,[35],[u'Comedy']
352186,[35],[u'Comedy']
390669,"[35, 10749]","[u'Comedy', u'Romance']"
376261,[99],[u'Documentary']
330697,[18],[u'Drama']
390669,"[35, 10749]","[u'Comedy', u'Romance']"
291328,"[18, 35, 10749]","[u'Drama', u'Comedy', u'Romance']"
325302,"[18, 53]","[u'Drama', u'Thriller']"
338544,[99],[u'Documentary']
334536,[53],[u'Thriller']
375527,"[18, 35]","[u'Drama', u'Comedy']"
376166,"[18, 10749]","[u'Drama', u'Romance']"
378200,"[35, 10749]","[u'Comedy', u'Romance']"
353433,[53],[u'Thriller']
384727,[35],[u'Comedy']
376228,[99],[u'Documentary']
296523,"[18, 53]","[u'Drama', u'Thriller']"
407655,"[18, 35]","[u'Drama', u'Comedy']"
391700,[35],[u'Comedy']
227932,[35],[u'Comedy']
381262,[18],[u'Drama']
397981,"[28, 53]","[u'Action', u'Thriller']"
392140,[35],[u'Comedy']
340676,"[18, 53]","[u'Drama', u'Thriller']"
321666,"[18, 53]","[u'Drama', u'Thriller']"
378779,"[18, 10749]","[u'Drama', u'Romance']"
351454,[18],[u'Drama']
300667,"[18, 35]","[u'Drama', u'Comedy']"
394684,[53],[u'Thriller']
378385,"[18, 28]","[u'Drama', u'Action']"
340481,"[18, 53]","[u'Drama', u'Thriller']"
360249,"[18, 28]","[u'Drama', u'Action']"
375897,[35],[u'Comedy']
373473,[18],[u'Drama']
337874,[18],[u'Drama']
392536,"[16, 10751]","[u'Animation', u'Family']"
392058,"[35, 53]","[u'Comedy', u'Thriller']"
277710,"[18, 53]","[u'Drama', u'Thriller']"
355506,[53],[u'Thriller']
383535,"[35, 53]","[u'Comedy', u'Thriller']"
363841,"[18, 10749]","[u'Drama', u'Romance']"
384112,[35],[u'Comedy']
397717,[18],[u'Drama']
358807,[18],[u'Drama']
306966,[53],[u'Thriller']
356334,[28],[u'Action']
332285,[53],[u'Thriller']
388440,"[28, 53]","[u'Action', u'Thriller']"
407375,"[18, 28]","[u'Drama', u'Action']"
394374,[53],[u'Thriller']
393445,"[18, 10749]","[u'Drama', u'Romance']"
276624,"[28, 53]","[u'Action', u'Thriller']"
262982,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
352695,"[18, 35]","[u'Drama', u'Comedy']"
400605,"[28, 53]","[u'Action', u'Thriller']"
358725,"[18, 35]","[u'Drama', u'Comedy']"
383807,[18],[u'Drama']
375809,"[18, 35]","[u'Drama', u'Comedy']"
347033,[18],[u'Drama']
376579,[53],[u'Thriller']
364615,"[18, 53]","[u'Drama', u'Thriller']"
419772,[35],[u'Comedy']
406285,[28],[u'Action']
399894,"[28, 53]","[u'Action', u'Thriller']"
320413,"[35, 53]","[u'Comedy', u'Thriller']"
384500,[35],[u'Comedy']
402334,"[18, 53]","[u'Drama', u'Thriller']"
109453,[18],[u'Drama']
262848,"[28, 53]","[u'Action', u'Thriller']"
361777,"[18, 53]","[u'Drama', u'Thriller']"
421851,[99],[u'Documentary']
394269,[18],[u'Drama']
360029,[99],[u'Documentary']
392794,[18],[u'Drama']
376869,[18],[u'Drama']
390520,[99],[u'Documentary']
380111,"[18, 28]","[u'Drama', u'Action']"
374671,[18],[u'Drama']
375108,[28],[u'Action']
385320,"[28, 53]","[u'Action', u'Thriller']"
427989,[35],[u'Comedy']
392553,[99],[u'Documentary']
366505,"[18, 35]","[u'Drama', u'Comedy']"
402331,"[28, 53]","[u'Action', u'Thriller']"
420714,[99],[u'Documentary']
395925,"[28, 53]","[u'Action', u'Thriller']"
391626,[53],[u'Thriller']
419499,[35],[u'Comedy']
419507,[35],[u'Comedy']
423093,[18],[u'Drama']
76341,"[28, 53]","[u'Action', u'Thriller']"
135397,"[28, 53]","[u'Action', u'Thriller']"
140607,[28],[u'Action']
286217,"[18, 28]","[u'Drama', u'Action']"
99861,[28],[u'Action']
281957,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
207703,"[28, 35, 53]","[u'Action', u'Comedy', u'Thriller']"
102899,[28],[u'Action']
206647,"[28, 53]","[u'Action', u'Thriller']"
264660,"[18, 28]","[u'Drama', u'Action']"
168259,[28],[u'Action']
211672,"[16, 28, 35, 10751]","[u'Animation', u'Action', u'Comedy', u'Family']"
273248,"[18, 53]","[u'Drama', u'Thriller']"
87101,"[28, 53]","[u'Action', u'Thriller']"
131634,[28],[u'Action']
262500,"[28, 53]","[u'Action', u'Thriller']"
177677,"[28, 53]","[u'Action', u'Thriller']"
254128,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
198184,"[28, 53]","[u'Action', u'Thriller']"
294254,[28],[u'Action']
76757,[28],[u'Action']
238713,"[28, 35, 53]","[u'Action', u'Comedy', u'Thriller']"
296098,"[18, 53]","[u'Drama', u'Thriller']"
314365,"[18, 53]","[u'Drama', u'Thriller']"
264644,"[18, 53]","[u'Drama', u'Thriller']"
318846,"[18, 35]","[u'Drama', u'Comedy']"
214756,[35],[u'Comedy']
273481,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
257344,"[28, 35]","[u'Action', u'Comedy']"
260346,"[28, 53]","[u'Action', u'Thriller']"
203801,"[28, 35]","[u'Action', u'Comedy']"
166424,[28],[u'Action']
307081,"[18, 28]","[u'Drama', u'Action']"
257211,[35],[u'Comedy']
312221,[18],[u'Drama']
254470,"[18, 35]","[u'Drama', u'Comedy']"
253412,"[18, 28]","[u'Drama', u'Action']"
105864,"[16, 28, 10751]","[u'Animation', u'Action', u'Family']"
321697,[18],[u'Drama']
274479,"[18, 35]","[u'Drama', u'Comedy']"
228161,"[16, 28, 35, 10751]","[u'Animation', u'Action', u'Comedy', u'Family']"
306819,[18],[u'Drama']
277216,[18],[u'Drama']
201085,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
261023,"[18, 53]","[u'Drama', u'Thriller']"
274854,[28],[u'Action']
310131,[53],[u'Thriller']
205775,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
271718,[35],[u'Comedy']
298312,[53],[u'Thriller']
241554,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
167073,"[18, 10749]","[u'Drama', u'Romance']"
296099,"[28, 35]","[u'Action', u'Comedy']"
249070,"[28, 53]","[u'Action', u'Thriller']"
272693,"[35, 10749]","[u'Comedy', u'Romance']"
241251,[53],[u'Thriller']
285783,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
238615,"[28, 53]","[u'Action', u'Thriller']"
328425,[53],[u'Thriller']
261392,"[28, 35]","[u'Action', u'Comedy']"
228205,"[18, 10749]","[u'Drama', u'Romance']"
210860,"[28, 35]","[u'Action', u'Comedy']"
257091,[35],[u'Comedy']
277685,[53],[u'Thriller']
276907,[53],[u'Thriller']
295964,[18],[u'Drama']
280092,"[18, 53]","[u'Drama', u'Thriller']"
257445,"[28, 35, 53]","[u'Action', u'Comedy', u'Thriller']"
227719,"[28, 53]","[u'Action', u'Thriller']"
258480,"[18, 10749]","[u'Drama', u'Romance']"
308369,"[18, 35]","[u'Drama', u'Comedy']"
243688,[53],[u'Thriller']
201088,"[18, 53]","[u'Drama', u'Thriller']"
274167,[35],[u'Comedy']
321741,[18],[u'Drama']
263472,"[18, 53]","[u'Drama', u'Thriller']"
257088,"[28, 53]","[u'Action', u'Thriller']"
192141,"[28, 53]","[u'Action', u'Thriller']"
251516,"[28, 35]","[u'Action', u'Comedy']"
228165,"[16, 10751]","[u'Animation', u'Family']"
339527,"[18, 53]","[u'Drama', u'Thriller']"
325348,[28],[u'Action']
264999,"[18, 35]","[u'Drama', u'Comedy']"
265208,"[18, 53]","[u'Drama', u'Thriller']"
309809,"[16, 28]","[u'Animation', u'Action']"
268920,"[28, 35, 53]","[u'Action', u'Comedy', u'Thriller']"
326359,"[16, 28, 10751]","[u'Animation', u'Action', u'Family']"
228066,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
280996,"[18, 53]","[u'Drama', u'Thriller']"
252838,[35],[u'Comedy']
301351,"[18, 10749]","[u'Drama', u'Romance']"
310593,"[18, 35]","[u'Drama', u'Comedy']"
287424,[53],[u'Thriller']
266294,[35],[u'Comedy']
287948,"[28, 53]","[u'Action', u'Thriller']"
287903,"[28, 35, 53]","[u'Action', u'Comedy', u'Thriller']"
296100,[35],[u'Comedy']
282984,"[18, 53]","[u'Drama', u'Thriller']"
181283,[53],[u'Thriller']
241257,[53],[u'Thriller']
188222,[35],[u'Comedy']
283445,[53],[u'Thriller']
245706,"[18, 53]","[u'Drama', u'Thriller']"
243940,[53],[u'Thriller']
182560,"[18, 53]","[u'Drama', u'Thriller']"
333352,"[18, 53]","[u'Drama', u'Thriller']"
294963,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
294016,[18],[u'Drama']
273477,"[35, 53]","[u'Comedy', u'Thriller']"
263109,"[16, 28, 35, 10751]","[u'Animation', u'Action', u'Comedy', u'Family']"
283587,[18],[u'Drama']
290764,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
225728,[18],[u'Drama']
292431,"[18, 10749]","[u'Drama', u'Romance']"
334074,"[28, 53]","[u'Action', u'Thriller']"
304357,[18],[u'Drama']
266396,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
258509,"[16, 28, 35, 10751]","[u'Animation', u'Action', u'Comedy', u'Family']"
146301,[53],[u'Thriller']
330764,"[28, 35]","[u'Action', u'Comedy']"
332340,"[35, 10749]","[u'Comedy', u'Romance']"
293646,[18],[u'Drama']
318917,[35],[u'Comedy']
252512,"[18, 35]","[u'Drama', u'Comedy']"
347969,"[18, 35]","[u'Drama', u'Comedy']"
306947,[53],[u'Thriller']
245168,[18],[u'Drama']
243938,[35],[u'Comedy']
365222,"[18, 28]","[u'Drama', u'Action']"
293970,"[35, 53]","[u'Comedy', u'Thriller']"
299245,[53],[u'Thriller']
303857,"[16, 28]","[u'Animation', u'Action']"
298382,[18],[u'Drama']
239573,[35],[u'Comedy']
308504,[28],[u'Action']
86828,"[28, 35]","[u'Action', u'Comedy']"
336004,"[28, 53]","[u'Action', u'Thriller']"
250734,"[18, 10749]","[u'Drama', u'Romance']"
319341,[35],[u'Comedy']
290751,"[18, 53]","[u'Drama', u'Thriller']"
336804,[18],[u'Drama']
248574,"[28, 35]","[u'Action', u'Comedy']"
318224,[99],[u'Documentary']
288036,[35],[u'Comedy']
310133,[53],[u'Thriller']
331836,[35],[u'Comedy']
336882,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
193687,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
268238,"[18, 35]","[u'Drama', u'Comedy']"
250124,"[18, 10749]","[u'Drama', u'Romance']"
335866,"[18, 28, 53]","[u'Drama', u'Action', u'Thriller']"
336050,"[18, 53]","[u'Drama', u'Thriller']"
342878,"[18, 35, 10749]","[u'Drama', u'Comedy', u'Romance']"
323674,"[18, 10749]","[u'Drama', u'Romance']"
311291,[18],[u'Drama']
307663,"[28, 53]","[u'Action', u'Thriller']"
277355,"[28, 53]","[u'Action', u'Thriller']"
275601,"[18, 35]","[u'Drama', u'Comedy']"
157544,[53],[u'Thriller']
329263,[35],[u'Comedy']
283235,[18],[u'Drama']
308032,"[18, 53]","[u'Drama', u'Thriller']"
254172,[18],[u'Drama']
315465,"[16, 28]","[u'Animation', u'Action']"
356296,"[18, 53]","[u'Drama', u'Thriller']"
167810,"[28, 53]","[u'Action', u'Thriller']"
306952,"[18, 35, 10749]","[u'Drama', u'Comedy', u'Romance']"
325844,[35],[u'Comedy']
290762,"[18, 35, 10749]","[u'Drama', u'Comedy', u'Romance']"
