movie_id,genres_list
279641,"[18, 35]"
315664,"[18, 35]"
302688,[35]
353069,"[18, 35]"
270010,"[18, 35]"
388399,"[18, 53]"
254302,[18]
174751,"[18, 28]"
397243,[53]
335778,"[18, 28, 53]"
374617,"[18, 53, 80]"
341012,"[18, 35]"
338189,[18]
283552,[18]
310307,[18]
410199,"[28, 53]"
381356,[35]
301804,"[18, 28, 53]"
351819,"[35, 10749]"
168098,"[28, 53]"
333669,[28]
368031,[53]
375366,"[18, 53]"
364116,[53]
259695,"[18, 80]"
380124,"[35, 53]"
340402,"[18, 35]"
186759,[35]
353326,[18]
332872,"[18, 10749]"
374475,"[18, 35]"
339419,"[18, 10749]"
382591,"[18, 35]"
293670,[53]
369776,[35]
384798,"[28, 53]"
351339,"[18, 53]"
353571,"[18, 35, 10749]"
382399,"[18, 10749]"
382399,"[18, 10749]"
410718,[99]
340485,"[18, 10749]"
286567,[28]
374473,[18]
369778,"[18, 35]"
332411,"[18, 28, 53, 80]"
339984,[18]
370755,"[18, 35, 10749]"
326423,[35]
366514,"[35, 10749]"
234004,"[16, 28, 35, 10751]"
366924,"[16, 28]"
340677,"[18, 53, 80]"
263341,"[18, 28]"
347938,"[18, 53]"
355008,[35]
339408,[18]
270774,"[28, 35]"
376290,"[18, 53]"
257345,[53]
284564,[53]
379291,"[16, 28]"
277839,[35]
296360,"[18, 35, 10749]"
373314,"[18, 53]"
329010,[53]
382511,[35]
205588,[53]
392142,"[18, 35]"
383869,[35]
248705,[35]
334517,"[18, 53]"
267192,[18]
356298,"[18, 35]"
331962,"[18, 53, 80]"
359412,"[28, 53, 80]"
276905,"[16, 28, 35, 10751]"
375804,[35]
374461,[18]
329981,"[18, 53]"
393729,[18]
384371,[35]
368596,[18]
411009,[99]
353979,[53]
375012,[53]
301348,"[18, 35]"
312669,"[18, 35, 10749]"
375572,[18]
375798,[35]
407806,[99]
195590,"[28, 53]"
352492,[18]
348089,[18]
257087,[53]
377263,[18]
342737,"[18, 35]"
291351,[18]
279096,"[28, 35]"
308453,"[18, 35]"
298584,[53]
245913,[18]
339547,[53]
311667,"[18, 53, 80]"
323262,"[35, 53]"
331583,"[18, 53]"
375315,"[18, 53]"
345009,"[18, 53]"
340103,"[18, 53]"
380225,"[18, 35]"
184341,[18]
332979,[18]
339792,"[18, 35]"
293767,[18]
339994,[53]
381034,[53]
291356,"[18, 28, 53, 80]"
258363,"[18, 53]"
241258,[53]
369781,[35]
348668,"[18, 53, 80]"
359871,[99]
262841,"[16, 28, 35, 10751]"
342473,"[16, 28, 35, 10751]"
377275,"[18, 35, 10749]"
293452,"[18, 53]"
369780,[35]
336011,[18]
342672,[35]
408033,[35]
384737,"[18, 28, 53, 80]"
427760,"[18, 35]"
346651,"[28, 53]"
315011,"[18, 28, 53]"
346651,"[28, 53]"
308529,"[18, 28]"
335791,"[18, 53]"
326285,[18]
315880,"[18, 10749]"
402298,[18]
347123,[18]
393764,"[18, 35]"
372411,[35]
332721,[35]
334524,"[18, 28, 53]"
344041,"[18, 53]"
370978,"[35, 10749]"
373072,[99]
377273,[18]
348893,[28]
413279,"[28, 35]"
328429,"[18, 28, 53]"
332794,[28]
390989,"[18, 28, 53]"
403450,"[18, 35]"
337154,"[18, 35]"
333663,[35]
310888,"[18, 10749]"
390584,"[18, 80]"
380808,[99]
377985,"[18, 28, 53]"
362703,"[18, 28, 53]"
343173,[53]
257440,"[18, 53, 80]"
360030,[99]
376812,"[18, 28]"
340945,"[18, 28]"
345875,[53]
294795,"[28, 53]"
333386,[18]
411638,[53]
407559,[53]
413471,"[18, 35, 10749]"
360365,"[18, 35]"
364051,[18]
360606,"[18, 35]"
371738,"[18, 35, 10749]"
371449,[18]
371560,"[18, 53]"
413730,[35]
394161,[53]
368940,"[16, 28, 35, 10751]"
326094,[35]
317557,[18]
340611,[18]
369779,[35]
383121,"[28, 35]"
379873,[35]
377462,[99]
325346,"[18, 35]"
391757,"[18, 28]"
375900,[35]
305943,"[18, 53]"
298583,"[35, 10749]"
377587,"[35, 53]"
408508,[18]
336455,"[18, 28, 53]"
339405,[18]
353728,[18]
369299,"[35, 10749]"
371865,"[18, 35]"
375950,"[18, 35]"
360814,[18]
375290,"[18, 28, 53]"
347126,[18]
386124,[28]
376453,[53]
348390,[18]
394661,[53]
419639,[53]
368993,[35]
381255,"[18, 10749]"
340487,[18]
377154,[18]
425703,[35]
380565,[53]
330982,"[18, 53]"
402907,"[28, 35]"
400608,"[18, 35]"
245627,[53]
388347,[28]
369883,[35]
374465,[18]
418333,"[35, 10749]"
336445,[35]
373889,"[18, 35]"
354979,"[18, 53, 80]"
398289,"[18, 28]"
431483,"[18, 28, 53]"
382518,[35]
310119,"[18, 28]"
345918,"[18, 53]"
407389,[53]
347881,[35]
347026,[18]
381353,[35]
352186,[35]
390669,"[35, 10749]"
376261,[99]
330697,[18]
390669,"[35, 10749]"
291328,"[18, 35, 10749]"
325302,"[18, 53]"
338544,[99]
334536,[53]
375527,"[18, 35]"
376166,"[18, 10749]"
378200,"[35, 10749]"
353433,[53]
384727,[35]
376228,[99]
296523,"[18, 53]"
407655,"[18, 35]"
391700,[35]
227932,[35]
381262,[18]
397981,"[28, 53]"
392140,[35]
340676,"[18, 53]"
321666,"[18, 53]"
378779,"[18, 10749]"
351454,[18]
300667,"[18, 35]"
394684,[53]
378385,"[18, 28]"
340481,"[18, 53, 80]"
360249,"[18, 28]"
375897,[35]
373473,[18]
337874,[18]
392536,"[16, 10751]"
392058,"[35, 53]"
277710,"[18, 53]"
355506,[53]
383535,"[35, 53]"
363841,"[18, 10749]"
384112,[35]
397717,[18]
358807,[18]
306966,[53]
356334,[28]
332285,[53]
388440,"[28, 53]"
407375,"[18, 28]"
393445,"[18, 10749]"
276624,"[28, 53]"
262982,"[18, 28, 53]"
352695,"[18, 35]"
400605,"[28, 53]"
358725,"[18, 35]"
383807,[18]
375809,"[18, 35]"
347033,[18]
376579,[53]
364615,"[18, 53, 80]"
419772,[35]
406285,[28]
399894,"[28, 53]"
320413,"[35, 53]"
384500,[35]
402334,"[18, 80]"
109453,[18]
262848,"[28, 53]"
361777,"[18, 53]"
421851,[99]
394269,[18]
360029,[99]
392794,[18]
376869,[18]
390520,[99]
380111,"[18, 28]"
374671,[18]
375108,[28]
385320,"[28, 53]"
427989,[35]
392553,[99]
366505,"[18, 35]"
402331,"[28, 53]"
420714,[99]
395925,"[28, 53, 80]"
391626,[53]
419499,[35]
419507,[35]
423093,[18]
76341,"[28, 53]"
135397,"[28, 53]"
140607,[28]
286217,"[18, 28]"
99861,[28]
281957,"[18, 28, 53]"
102899,[28]
264660,"[18, 28]"
168259,[28]
211672,"[16, 28, 35, 10751]"
273248,"[18, 53, 80]"
87101,"[28, 53]"
131634,[28]
262500,"[28, 53]"
177677,"[28, 53]"
254128,"[18, 28, 53]"
294254,[28]
76757,[28]
296098,"[18, 53]"
314365,"[18, 53]"
264644,"[18, 53]"
318846,"[18, 35]"
214756,[35]
273481,"[18, 28, 53, 80]"
257344,"[28, 35]"
260346,"[28, 53]"
203801,"[28, 35]"
166424,[28]
307081,"[18, 28]"
257211,[35]
312221,[18]
254470,"[18, 35]"
253412,"[18, 28]"
105864,"[16, 28, 10751]"
321697,[18]
274479,"[18, 35]"
228161,"[16, 28, 35, 10751]"
306819,[18]
277216,[18]
201085,"[18, 28, 53]"
261023,"[18, 80]"
274854,[28]
310131,[53]
205775,"[18, 28, 53]"
271718,[35]
298312,[53]
241554,"[18, 28, 53, 80]"
167073,"[18, 10749]"
296099,"[28, 35]"
249070,"[28, 53, 80]"
272693,"[35, 10749]"
241251,[53]
285783,"[18, 28, 53]"
238615,"[28, 53]"
328425,[53]
261392,"[28, 35]"
228205,"[18, 10749]"
210860,"[28, 35]"
257091,[35]
277685,[53]
295964,[18]
280092,"[18, 53]"
227719,"[28, 53]"
258480,"[18, 10749]"
308369,"[18, 35]"
243688,[53]
201088,"[18, 53, 80]"
274167,[35]
321741,[18]
263472,"[18, 53]"
257088,"[28, 53, 80]"
192141,"[28, 53]"
251516,"[28, 35]"
228165,"[16, 10751]"
339527,"[18, 53, 80]"
325348,[28]
264999,"[18, 35]"
265208,"[18, 53, 80]"
309809,"[16, 28]"
326359,"[16, 28, 10751]"
228066,"[18, 28, 53]"
280996,"[18, 53]"
252838,[35]
301351,"[18, 10749]"
310593,"[18, 35]"
287424,[53]
266294,[35]
287948,"[28, 53, 80]"
296100,[35]
282984,"[18, 53]"
241257,[53]
188222,[35]
283445,[53]
245706,"[18, 53, 80]"
243940,[53]
182560,"[18, 53]"
333352,"[18, 53]"
294963,"[18, 28, 53]"
294016,[18]
273477,"[35, 53]"
263109,"[16, 28, 35, 10751]"
283587,[18]
225728,[18]
292431,"[18, 10749]"
334074,"[28, 53, 80]"
304357,[18]
258509,"[16, 28, 35, 10751]"
146301,[53]
330764,"[28, 35]"
332340,"[35, 10749]"
293646,[18]
318917,[35]
252512,"[18, 35]"
347969,"[18, 35]"
306947,[53]
245168,[18]
243938,[35]
365222,"[18, 28]"
293970,"[35, 53]"
299245,[53]
303857,"[16, 28]"
298382,[18]
239573,[35]
308504,[28]
86828,"[28, 35]"
336004,"[28, 53, 80]"
250734,"[18, 10749]"
319341,[35]
290751,"[18, 53, 80]"
336804,[18]
248574,"[28, 35]"
318224,[99]
288036,[35]
310133,[53]
331836,[35]
336882,"[18, 28, 53]"
193687,"[18, 28, 53]"
268238,"[18, 35]"
250124,"[18, 10749]"
335866,"[18, 28, 53]"
336050,"[18, 53]"
342878,"[18, 35, 10749]"
323674,"[18, 10749]"
311291,[18]
307663,"[28, 53]"
277355,"[28, 53]"
275601,"[18, 35]"
157544,[53]
329263,[35]
283235,[18]
308032,"[18, 53]"
254172,[18]
315465,"[16, 28]"
356296,"[18, 53, 80]"
167810,"[28, 53]"
306952,"[18, 35, 10749]"
325844,[35]
290762,"[18, 35, 10749]"
310135,"[28, 35]"
328589,"[18, 35]"
297556,"[16, 28]"
249688,[18]
278236,[18]
284674,"[28, 53]"
318256,[99]
321528,"[16, 28]"
338676,"[18, 28, 53]"
228203,[18]
10317,"[18, 35]"
309245,[35]
253626,"[18, 28, 53]"
344268,[35]
312831,"[28, 53]"
325848,[35]
276839,"[18, 35]"
355338,"[16, 10751]"
290637,[53]
228968,"[18, 28, 53, 80]"
256924,"[18, 35]"
292040,"[28, 53]"
329805,"[18, 10749]"
291272,[53]
335578,[18]
295830,"[18, 28]"
256962,"[18, 35]"
277558,"[18, 28, 53]"
86835,"[18, 10749]"
321751,"[18, 35]"
271736,[18]
330112,"[18, 35, 10749]"
237756,"[35, 53]"
360784,[53]
304372,"[18, 53]"
309299,[18]
308084,"[18, 35]"
301728,"[28, 53]"
253450,"[18, 28]"
332502,"[28, 53]"
323373,"[35, 53]"
300693,[18]
300693,[18]
357096,[53]
364067,"[18, 35]"
328595,[28]
306745,"[18, 10749]"
310569,[18]
366564,[35]
348678,"[18, 35]"
228973,"[18, 53]"
299551,[53]
333674,"[18, 53]"
352208,[99]
324308,[99]
314385,"[18, 10749]"
323020,[35]
57876,"[28, 53]"
323027,"[16, 28]"
309304,"[18, 35]"
342474,"[18, 35]"
284289,[53]
300168,"[18, 28]"
234212,[53]
320588,"[18, 35, 10749]"
302528,"[18, 53]"
329819,[18]
354251,"[28, 53]"
333381,"[18, 53]"
324807,"[18, 53, 80]"
309302,"[18, 28]"
334878,[35]
347201,"[16, 28]"
293771,"[28, 53]"
308024,"[35, 53]"
94365,[53]
327029,[28]
331446,"[18, 28, 53]"
307931,[99]
287689,"[18, 35]"
364137,"[18, 35]"
322125,"[18, 53]"
332704,[53]
301846,[53]
309242,[18]
314402,"[18, 80]"
334538,"[18, 28]"
300153,[18]
336808,"[18, 28]"
348537,"[35, 10749]"
353686,[53]
320316,[35]
306964,[53]
361931,[99]
240483,[28]
266639,"[18, 28]"
319340,[35]
352161,"[18, 53, 80]"
309581,"[18, 53]"
244563,[18]
342281,"[35, 10749]"
315319,[35]
317144,"[18, 53]"
329712,[18]
334527,"[18, 53, 80]"
310137,[53]
359156,[18]
351145,[53]
253414,"[18, 35]"
328901,[18]
335051,[35]
354110,[18]
327040,[18]
316002,"[35, 10749]"
317744,"[18, 53]"
351964,"[18, 35, 10749]"
341392,[35]
331190,"[18, 53, 80]"
348060,"[18, 28]"
256040,"[18, 28]"
315846,"[18, 35]"
326425,"[28, 53]"
347945,"[28, 53]"
352157,[18]
272548,[35]
311615,"[28, 35]"
315872,[18]
325690,[35]
320048,"[18, 53]"
311539,[53]
339530,"[28, 53]"
323272,[18]
321640,[99]
353345,[53]
369770,"[35, 10749]"
325358,[35]
328720,[35]
371492,[99]
359364,[99]
341744,"[18, 35]"
329004,"[18, 28, 53]"
157827,[18]
339533,"[18, 28]"
334298,"[28, 35]"
337960,[18]
325189,"[18, 35]"
321769,[99]
253161,[18]
307103,"[18, 80]"
226458,[53]
226458,[53]
319373,[18]
300803,[28]
343934,[35]
341077,"[18, 28, 53, 80]"
246127,[18]
244316,"[28, 53]"
360638,[35]
245846,"[18, 53]"
377799,"[18, 35]"
300601,[35]
308638,"[18, 35]"
320028,[35]
362057,"[18, 53]"
284286,"[18, 35, 10749]"
325113,[18]
300666,[18]
308027,[35]
299824,[28]
355020,[99]
347754,[53]
334394,"[28, 53]"
279972,"[28, 53]"
323370,"[28, 53]"
363757,"[35, 10749]"
364470,[28]
373977,"[18, 28, 53]"
296130,"[28, 53]"
301729,"[28, 53]"
360605,"[28, 35]"
356842,[53]
321494,[28]
325516,[35]
326284,[28]
371758,"[18, 53, 80]"
254905,[18]
252164,"[18, 53]"
358430,[35]
309503,"[18, 53]"
284514,"[28, 35]"
294132,[35]
273153,"[18, 35, 10749]"
251471,[99]
359790,[53]
340382,"[18, 28]"
316000,[18]
348674,[18]
366566,[35]
320302,"[35, 10749]"
254472,"[35, 53]"
317981,"[35, 53]"
321594,[35]
352025,"[35, 10749]"
300542,"[18, 53]"
339065,[99]
327418,"[16, 28, 10751]"
316715,[18]
319091,[99]
291549,"[18, 28, 53]"
366548,[35]
360994,"[35, 10749]"
367551,"[28, 35]"
137333,"[18, 28, 53]"
253406,"[18, 35]"
277546,[18]
310121,"[18, 35]"
339751,[99]
257444,"[18, 53]"
336222,[18]
351043,"[18, 53]"
319337,[18]
314388,"[18, 10749]"
358881,"[18, 53, 80]"
157843,[18]
264729,"[35, 10749]"
278247,[18]
295490,[18]
298721,"[18, 28]"
296313,"[18, 35]"
371307,[35]
321507,[18]
338928,[99]
279144,[99]
315588,[35]
315575,[18]
362045,"[18, 10749]"
348765,[18]
316042,[18]
329540,"[28, 53]"
382517,"[16, 28, 35, 10751]"
362637,"[35, 10749]"
319995,[18]
308187,[35]
277154,"[18, 28]"
344475,[35]
329815,"[18, 53]"
326665,[35]
261860,[99]
327528,[18]
360203,"[18, 28, 53, 80]"
75861,[18]
333103,[35]
333377,[99]
314389,"[28, 53, 80]"
309425,"[18, 28]"
207936,"[18, 35, 10749]"
309924,[35]
345067,[35]
365806,"[16, 28]"
359746,[99]
336845,"[18, 80]"
319143,[35]
241927,[53]
324744,[18]
333596,[18]
352187,[18]
309298,[35]
340684,"[18, 10749]"
340968,"[18, 80]"
299715,"[35, 10749]"
303982,[35]
323432,[35]
320318,[53]
395883,[28]
367326,"[16, 28, 35, 10751]"
307946,[18]
297806,[18]
207270,[53]
369230,[35]
291865,[53]
393717,"[18, 53, 80]"
386501,"[18, 35]"
342917,"[16, 28, 10751]"
345944,[99]
323366,[53]
300654,"[18, 28, 53]"
307479,"[28, 53]"
335970,[35]
329637,[28]
274504,"[18, 28, 53]"
283698,[18]
354072,"[18, 10749]"
345468,"[18, 53]"
312804,[18]
312797,[53]
348296,[35]
343921,"[18, 53]"
352173,"[18, 53]"
291151,"[18, 53]"
263105,"[18, 35, 10749]"
336805,[18]
335053,[35]
295144,[18]
319076,[99]
317925,[35]
294562,"[18, 28, 53]"
372822,[35]
347096,[28]
322518,[53]
343284,"[35, 53]"
330298,[53]
328869,[18]
323372,"[18, 53]"
334028,[53]
306197,"[18, 35]"
309887,"[28, 35]"
261461,[35]
237584,[53]
261461,[35]
343284,"[35, 53]"
372823,[35]
332479,"[16, 28]"
320003,[18]
323660,[28]
351901,"[28, 53]"
301325,"[18, 53]"
323665,"[28, 53]"
256030,[53]
301228,"[28, 53]"
345235,"[28, 35]"
339148,"[35, 10749]"
283127,"[28, 53]"
361159,"[28, 53]"
336807,[18]
329556,"[18, 28, 53, 80]"
347548,"[28, 53]"
318225,[99]
342927,"[28, 53]"
347188,"[35, 10749]"
256057,"[18, 35]"
297239,"[28, 53]"
367735,[35]
359305,"[18, 53, 80]"
351037,"[18, 80]"
348811,"[18, 28]"
354924,[53]
337730,[18]
361042,"[18, 53]"
346170,[53]
330770,"[18, 53]"
330544,[18]
331161,"[18, 35]"
340176,[53]
343795,[18]
339145,[18]
285840,"[35, 53]"
273599,"[18, 53]"
106845,"[28, 53]"
368002,[35]
310602,[35]
206197,"[18, 53]"
272634,"[18, 28, 53]"
277713,[18]
332976,"[28, 53, 80]"
360387,[28]
344854,[53]
337677,[35]
371504,"[18, 53, 80]"
332835,"[18, 35]"
373960,[35]
310491,[18]
296025,[18]
296025,[18]
362105,"[35, 53]"
371504,"[18, 53, 80]"
324253,[99]
297291,[28]
373960,[35]
335462,"[18, 28]"
321109,[99]
343702,[35]
334531,[18]
320736,[18]
347751,"[18, 53]"
339274,"[18, 35, 10749]"
322766,"[18, 53, 80]"
329289,[53]
312793,"[28, 35]"
326923,[18]
249916,"[18, 35, 10749]"
157336,"[18, 28]"
118340,[28]
177572,"[16, 28, 35, 10751]"
127585,[28]
210577,"[18, 53]"
100402,[28]
240832,[28]
131631,"[28, 53]"
205596,"[18, 53]"
198663,"[28, 53]"
137113,[28]
122917,[28]
245891,"[28, 53]"
157350,[28]
190859,"[18, 28]"
194662,"[18, 35]"
120467,"[18, 35]"
102382,[28]
119450,"[18, 28, 53]"
228150,"[18, 28]"
244786,[18]
222935,"[18, 10749]"
242582,"[18, 53, 80]"
124905,"[28, 53]"
137106,"[16, 28, 35, 10751]"
82702,"[16, 28, 35, 10751]"
156022,"[28, 53, 80]"
91314,[28]
266856,"[18, 10749]"
195589,[35]
98566,"[28, 35]"
97020,[28]
53182,"[18, 28]"
49017,"[18, 28, 53]"
228967,"[28, 35]"
225574,"[28, 53]"
86834,"[18, 28]"
157353,"[18, 28, 53]"
85350,[18]
147441,"[18, 28]"
138103,"[28, 53]"
238636,[53]
206487,"[28, 53]"
242224,"[18, 53]"
227156,"[18, 28]"
184315,[28]
225886,[35]
270303,[53]
152760,"[18, 28]"
136797,"[18, 28, 53, 80]"
188161,"[18, 35]"
227159,[35]
193610,"[35, 10749]"
205587,[18]
227306,[18]
200727,"[35, 10749]"
270946,"[16, 28, 35, 10751]"
193893,[35]
137094,"[18, 28, 53]"
249164,[18]
212778,[35]
250546,[53]
169917,"[18, 53, 80]"
100042,[35]
87093,[18]
97370,"[18, 28, 53]"
284293,[18]
181886,[53]
244267,"[18, 28]"
232672,[35]
225565,"[35, 10749]"
262391,[35]
228970,[18]
87492,"[18, 53]"
192102,"[18, 28, 53, 80]"
68737,[28]
172385,"[16, 28, 35, 10751]"
168530,"[28, 35]"
154400,"[18, 80]"
242512,[53]
180299,"[28, 53, 80]"
273895,[18]
216282,"[28, 53]"
82703,"[16, 28, 10751]"
239563,[35]
210479,"[18, 53]"
239571,"[18, 10749]"
256274,[53]
246741,"[35, 53]"
304410,"[18, 35]"
100241,[53]
229297,"[18, 35, 10749]"
254904,"[28, 53, 80]"
262543,"[28, 53]"
170687,"[16, 28, 35, 10751]"
204922,[53]
286554,"[35, 10749]"
242095,"[28, 53]"
241848,"[28, 53]"
144336,"[18, 28, 53, 80]"
265177,[18]
243683,"[18, 10749]"
284536,"[18, 53, 80]"
187596,[35]
157849,[53]
241239,"[18, 28, 53, 80]"
188207,[28]
239678,"[18, 35]"
293310,[99]
226486,[35]
228194,[18]
226857,"[18, 10749]"
262551,[35]
72784,[53]
283350,"[18, 35, 10749]"
234200,"[18, 35]"
256917,[18]
244264,"[35, 10749]"
252178,"[18, 28, 53]"
284427,[53]
207933,[53]
110416,"[16, 28, 10751]"
246080,[28]
288158,"[18, 53]"
284276,[18]
157851,[18]
269148,"[18, 35]"
230179,[28]
218043,"[28, 53]"
141043,"[18, 35]"
245916,"[18, 53, 80]"
155084,[53]
157834,"[18, 28]"
253306,"[35, 53]"
273271,"[28, 53]"
282813,[53]
146015,"[18, 53]"
184345,"[35, 53]"
270302,"[18, 53]"
244506,[18]
192132,[18]
243684,"[18, 35]"
157832,[18]
157847,[18]
248507,[35]
244761,"[18, 53, 80]"
221902,[18]
171424,[53]
284303,"[18, 53]"
209276,[18]
200505,[18]
227783,"[16, 28, 35, 10751]"
244772,[18]
242310,"[28, 53, 80]"
297608,[53]
112454,[53]
218836,"[16, 28, 35, 10751]"
113833,[18]
251519,"[16, 28]"
157845,"[18, 80]"
157825,"[18, 53]"
294652,"[18, 28, 53, 80]"
231576,"[18, 35]"
164251,[18]
175112,"[16, 10751]"
198185,[18]
203834,[53]
192149,[53]
242090,"[18, 35, 10749]"
266285,[18]
246860,[18]
244509,"[18, 53]"
209451,[18]
185341,[53]
271714,[18]
271674,"[18, 10749]"
265189,[18]
264656,[18]
236735,[53]
256835,"[16, 10751]"
197950,"[28, 53, 80]"
245698,"[18, 53]"
297270,"[16, 28, 10751]"
277547,"[35, 10749]"
245906,[35]
254191,[53]
193612,[53]
245775,[18]
284689,[18]
206563,"[18, 28, 53, 80]"
283227,"[18, 10749]"
79316,[53]
184098,"[35, 10749]"
249660,[18]
236751,[18]
241254,"[28, 53]"
242022,[35]
290542,[18]
284296,"[18, 35]"
114750,"[18, 35]"
250574,[53]
82657,[53]
222899,"[35, 10749]"
250538,[18]
236737,"[35, 10749]"
245700,[18]
210947,[53]
237791,"[18, 10749]"
252607,[35]
250349,[35]
265180,[18]
248774,"[35, 10749]"
203819,"[18, 28]"
242042,"[18, 35, 10749]"
250219,[35]
151368,"[28, 53, 80]"
215211,"[18, 10749]"
262338,"[28, 53, 80]"
289727,"[35, 10749]"
250658,[99]
287495,[18]
265016,"[28, 53]"
152790,"[18, 35]"
248504,"[28, 53]"
259018,[35]
180296,[35]
287084,[53]
290999,[53]
250066,[28]
276843,[35]
276844,"[18, 35, 10749]"
269650,"[16, 28]"
250766,[99]
253235,"[18, 35, 10749]"
267806,[53]
254578,[18]
287590,"[16, 28]"
305932,[35]
239566,[18]
184352,"[18, 53]"
296065,[53]
199575,"[18, 28, 53]"
253344,[35]
206296,"[18, 35, 10749]"
244688,[35]
271185,"[18, 53]"
284537,"[18, 35]"
269173,"[28, 53]"
259072,[53]
244088,[18]
265228,[18]
242076,"[18, 53, 80]"
265297,[99]
271724,[18]
310126,[35]
303542,"[28, 35]"
201086,[35]
255798,"[35, 53]"
241771,"[18, 10749]"
232679,[18]
289720,[28]
270343,"[35, 10749]"
270400,[18]
272692,[53]
265010,[53]
258099,"[18, 35, 10749]"
297596,"[18, 53]"
244539,"[18, 35]"
286873,[28]
265169,[18]
283704,[18]
250235,[35]
206821,"[18, 35]"
252680,[35]
254194,[53]
256474,"[28, 53, 80]"
269258,"[18, 35]"
157823,"[18, 53]"
290864,"[28, 53, 80]"
253331,[18]
273169,[35]
248390,[35]
250657,[99]
169607,[99]
253687,"[18, 35]"
255157,"[18, 53, 80]"
298729,"[35, 10749]"
289153,"[35, 10749]"
157829,[18]
244268,[18]
209185,[35]
221731,"[18, 28]"
288281,[53]
301959,[99]
206192,"[18, 53, 80]"
146229,[53]
241875,"[35, 10749]"
215379,"[18, 28]"
282297,[99]
298614,[35]
260001,"[35, 10749]"
253310,[35]
284470,[99]
242088,"[18, 35]"
244403,"[18, 35]"
145221,"[18, 28, 53]"
276488,[53]
265712,"[16, 28, 10751]"
254188,[53]
246320,[35]
228108,"[18, 35]"
245859,"[18, 35]"
267999,[18]
222649,[18]
282296,"[18, 35, 10749]"
283726,[18]
146243,[53]
250225,[18]
312791,[53]
280002,[53]
259954,"[35, 10749]"
259963,[18]
266082,[18]
248933,[18]
192712,"[18, 28]"
273641,[35]
157099,"[18, 35]"
221732,"[18, 28]"
243935,"[18, 80]"
312526,"[28, 53]"
258193,"[28, 53]"
110390,"[18, 35]"
240510,[35]
236399,"[18, 53]"
298459,"[18, 53, 80]"
306650,"[18, 28, 53]"
283384,[53]
247218,[35]
124470,[53]
287587,"[18, 35]"
298093,"[28, 53, 80]"
269494,"[28, 53, 80]"
284305,"[18, 53]"
235260,[18]
276902,[53]
157424,[53]
250388,"[28, 53, 80]"
271397,"[18, 80]"
300467,[53]
301272,[35]
293572,[53]
272435,[18]
244783,[18]
249923,[35]
247182,"[18, 28, 53]"
255268,[28]
179150,[35]
254193,[53]
267863,"[18, 35, 10749]"
180305,[53]
193726,[53]
255756,"[18, 53, 80]"
285423,"[18, 28]"
174337,"[18, 35]"
286519,[18]
317182,"[18, 28]"
267480,[99]
245844,[18]
286521,[18]
290555,"[28, 53]"
300706,[35]
247645,"[18, 35]"
274626,[53]
284270,"[28, 53]"
243526,"[18, 53]"
270938,[28]
256913,"[18, 10749]"
289394,[18]
303483,[18]
